날짜,시도지역코드,발생건수(건)
2014-03-05,41,8077
2014-03-05,42,914
2014-03-05,43,1096
2014-03-05,44,1514
2014-03-05,45,1712
2014-03-05,46,1387
2014-03-05,47,2304
2014-03-05,48,2452
2014-03-05,49,583
2014-03-05,99,36355
2014-03-06,11,7061
2014-03-06,26,2470
2014-03-06,27,2050
2014-03-06,28,1497
2014-03-06,29,863
2014-03-06,30,1118
2014-03-06,31,700
2014-03-06,41,7841
2014-03-06,42,1129
2014-03-06,43,1099
2014-03-06,44,1579
2014-03-06,45,1796
2014-03-06,46,1462
2014-03-06,47,2193
2014-03-06,48,2193
2014-03-06,49,573
2014-03-06,99,35633
2014-03-07,11,7531
2014-03-07,26,2485
2014-03-07,27,2045
2014-03-07,28,1702
2014-03-07,29,884
2014-03-07,30,1126
2014-03-07,31,754
2014-03-07,41,8564
2014-03-07,42,1210
2014-03-07,43,1141
2014-03-07,44,1688
2014-03-07,45,1835
2014-03-07,46,1498
2014-03-07,47,2450
2014-03-07,48,2508
2014-03-07,49,610
2014-03-07,99,38044
2014-03-08,11,6654
2014-03-08,26,2095
2014-03-08,27,2017
2014-03-08,28,1461
2014-03-08,29,836
2014-03-08,30,1109
2014-03-08,31,719
2014-03-08,41,7832
2014-03-08,42,842
2014-03-08,43,1014
2014-03-08,44,1404
2014-03-08,45,1509
2014-03-08,46,1248
2014-03-08,47,1944
2014-03-08,48,2102
2014-03-08,49,465
2014-03-08,99,33258
2014-03-09,11,279
2014-03-09,26,75
2014-03-09,27,60
2014-03-09,28,50
2014-03-09,29,43
2014-03-09,30,50
2014-03-09,31,41
2014-03-09,41,440
2014-03-09,42,27
2014-03-09,43,52
2014-03-09,44,47
2014-03-09,45,56
2014-03-09,46,94
2014-03-09,47,46
2014-03-09,48,53
2014-03-09,49,48
2014-03-09,99,1462
2014-03-10,11,7261
2014-03-10,26,1520
2014-03-10,27,1771
2014-03-10,28,1472
2014-03-10,29,974
2014-03-10,30,971
2014-03-10,31,726
2014-03-10,41,7387
2014-03-10,42,820
2014-03-10,43,921
2014-03-10,44,886
2014-03-10,45,1660
2014-03-10,46,1111
2014-03-10,47,2034
2014-03-10,48,1568
2014-03-10,49,338
2014-03-10,99,31433
2014-03-11,11,8124
2014-03-11,26,3182
2014-03-11,27,2540
2014-03-11,28,1980
2014-03-11,29,1010
2014-03-11,30,1321
2014-03-11,31,822
2014-03-11,41,9321
2014-03-11,42,1441
2014-03-11,43,1357
2014-03-11,44,1987
2014-03-11,45,2125
2014-03-11,46,1722
2014-03-11,47,2596
2014-03-11,48,2919
2014-03-11,49,654
2014-03-11,99,43110
2014-03-12,11,7126
